Author,Comment,Time,Cleaned_Comment,Sentiment_Score,Sentiment_Label
@HendraAs-k1n,Pengacara kalah terus...,1 hari yang lalu,acara kalah,-1,negatif
@dennyadisetya79,Benar...😂,1 hari yang lalu,benar,1,positif
@mancingmantapmania2917,Kita tunggu aja letak kebohongannya nanti pasti terkuak😂,1 hari yang lalu,tunggu letak bohong kuak,-1,negatif
@srisuciatimakmur8352,Betul,1 hari yang lalu,betul,0,netral
@MrBen-vu2oo,Nah ini logika yang sangat dipahami oleh siapapun,1 hari yang lalu,nah logika sangat paham siapa,0,netral
@epzchannel1819,"kita nantikan saja siapa yang bohong.. kalau UGM yang bohong, saya lompat dari monas😂😂",1 hari yang lalu,nanti siapa bohong ugm bohong lompat monas,-2,negatif
@herryher-sp7zw,Kalau sakit hati melihat kebenaran sulit menyatakan kebenaran apapun salah...saki hati permanen sulit disembuhkan.,1 hari yang lalu,sakit hati lihat benar sulit nyata benar apa salahsaki hati permanen sulit sembuh,3,positif
@titinyuliana3841,DEWA PANCI laknatullah,1 hari yang lalu,dewa panci laknatullah,-1,negatif
@FeriKurniawan-u7w,"Ya betul, Alhamdulillah saya dulu proses diterima kerja di salah satu PT nasional,syarat CV , FC ijazah legalisir ( tanpa menunjukkan ijasah aslinya), klo PT yg biasa aj malah menyerahkan ijasah asli.",1 hari yang lalu,betul alhamdulillah dulu proses terima kerja salah satu pt nasionalsyarat cv fc ijazah legalisir tunjuk ijasah asli klo pt biasa aj serah ijasah asli,2,positif
@HeruRudianto-m5m,Terserah kalian ternak hewan.,1 hari yang lalu,serah kalian ternak hewan,0,netral
@pelayantamuallah1990,Pasti seru ini,1 hari yang lalu,seru,0,netral
@nhuslafhtrya4458,"Cukup kasus cirebon ( pegi ), arianto ini dalam hanya memberatkan orang yang tak bersalah, percuma jadi penasehat.",1 hari yang lalu,cukup kasus cirebon pegi arianto berat orang tak salah percuma nasehat,-2,negatif
@potensialAirdrop-w9g,jadi pengen liat pembohong di arak warga macam maling 😊😊,1 hari yang lalu,ken liat bohong arak warga macam maling,-1,negatif
@iyolheru8179,Tidak harus beragama Islam ya...,14 jam yang lalu,agama islam,0,netral
@ImamSyafii-d3x,Emang rismon si muka hancur dan Roy panci itu siapa😅😅😅,1 hari yang lalu,rismon si muka hancur roy panci siapa,-2,negatif
@kesatriaNKRI-w2k,mana berani,1 hari yang lalu,mana berani,0,netral
@NayyaraArsyila-i2v,Emng bagian publik yg mana..... perusuh,1 hari yang lalu,emng bagi publik mana rusuh,-1,negatif
@riiyadi_sawux3785,Publik yg mana😅,1 hari yang lalu,publik mana,0,netral
@coverdestroyer3572,​​ @riiyadi_sawux3785  yg pasti bukan buzzer,1 hari yang lalu (diedit),bukan buzzer,0,netral
@haryabraham,Mewakili publik???,1 hari yang lalu,wakil publik,0,netral
@Iwanpono2627,"Dia bkan ahLi..
Yg d sebut ahLi itu yg bnr2 sdah di bidang ahLi nya
Roy cs ahLi apa dLu",1 hari yang lalu,bkan ahli d sebut ahli bnr sdah bidang ahli nya roy cs ahli apa dlu,4,positif
@Transformer5299,"Betul ... Bisa langsung Terbongkar Ijazahnya Asli/Palsu & Pelaku yg terlibat bisa dipenjara. Beres, selesai masalahnya.
Kira² brp BIAYA yg dikeluarkan si Pemilik Ijazah utk membayar Ormas², Lawyer², Polisi², Hakim², Jaksa², UGM & para Buzer²nya ??",1 jam yang lalu (diedit),betul langsung bongkar ijazah aslipalsu laku libat penjara beres selesai masalah kira brp biaya keluar si milik ijazah utk bayar ormas lawyer polisi hakim jaksa ugm buzernya,-3,negatif
@baskorocandra3142,"Pencerahan dari segi mana, namanya penasehat hukum ya sperti itu",1 hari yang lalu,cerah segi mana nama nasehat hukum sperti,1,positif
@CahyoSanankulon,MUNTAH,1 hari yang lalu,muntah,-1,negatif
@satriokahuripan,😂😂😂😂...lemah SDM mu,1 hari yang lalu,lemah sdm mu,-1,negatif
@anggunelytasani1335,😂sakit itu,1 hari yang lalu,sakit,-1,negatif
@AndraSusilo-x9b,"Tompel mulai panikan,,,😂😂😂😂😂,,",1 hari yang lalu,tompel mulai panik,-1,negatif
@kangkarni3223,"Suaranya enak didengar, layak jadi blantik",1 hari yang lalu,suara enak dengar layak blantik,2,positif
@pancajaya4836,Tompel bisa jadi tersangka karena turut serta sebagai provokator di setiap demo antek antek TPUA,1 hari yang lalu,tompel sangka turut provokator demo antek antek tpua,-2,negatif
@adisetiawan7714,wkwkwk😅,1 hari yang lalu,wkwkwk,0,netral
@sundaSmart-s4h,Banyak termul menyerang pisik bang khozinudin karena sudah tidak mampu melawan dg narasi,1 hari yang lalu,banyak termul serang pisik bang khozinudin mampu lawan dg narasi,1,positif
@aknianingsih2705," @sundaSmart-s4h Krn sifat dengki sirik❗️
Krn Bpk Ahmad Khozinudin Pengacara yg Sholeh cerdas jga jujur❤️❤️❤️",1 hari yang lalu,sh krn sifat dengki sirik krn bpk ahmad khozinudin acara sholeh cerdas jga jujur,1,positif
@andiazizah1118,Pengacara HTI,1 hari yang lalu,acara hti,0,netral
@rosalindayani7806,"Yap! Bang AK memang menunjukkan keberanian dan kekuatannya dalam berargumen secara logis
Ia tidak hanya menjaga hukum, tetapi juga nilai moral dan agama
Kamu suka, tentu aku lebih bahagia ❤❤❤❤❤❤",1 hari yang lalu,yap bang ak memang tunjuk berani kuat argumen logis jaga hukum nilai moral agama kamu suka aku lebih bahagia,2,positif
@Islamuddin-yc3ro,Memunculkan keaslian ijazah memakan waktu 3 th dan menggunakan pengacara puluhan org Danyang sebanyak banyaknya pantas utang negara banyak Krn bebenaran sangat mahal dinegeri bayangan,1 jam yang lalu,muncul asli ijazah makan waktu th guna acara puluh org danyang banyak banyak pantas utang negara banyak krn bebenaran sangat mahal negeri bayang,5,positif
@ghifarichanel,😂😂😂😂,2 hari yang lalu,,0,netral
@masudinbuana_official,"Semoga Roy cs  10 kali Lebaran 
Bertakbiran di hotel gratis ...
Yo pasti menangis 😅😅😅",2 hari yang lalu,moga roy cs kali lebaran takbir hotel gratis yo menang,2,positif
@fadlilazhim1825,"panik bangg minta di lepas 😂😂😂😂...
yg biasa.a teriak"" kok skrng beda bang 😂😂 ""lebih baik melepas 1000 orang BERSALAH, daripada menghukum 1 orang tak BERSALAH"" 😂😂😂 Gentle lah bang 😂😂😂",2 hari yang lalu,panik bangg minta lepas biasaa teriak kok skrng beda bang lebih baik lepas orang salah hukum orang tak salah gentle lah bang,-4,negatif
@iburosjatmiko2948,Pempitnah  siap2 pkai bju oren,2 hari yang lalu,pempitnah siap pkai bju oren,1,positif
@mahfudhonfudhon4273,Kampus pasar pramuka,2 hari yang lalu,kampus pasar pramuka,0,netral
@afuzamuhammad6779,Termul keluar yo termul..,2 hari yang lalu,termul keluar yo termul,-1,negatif
@TigaDara-jo9jx,Aamiin Allahumma Aamiin.,2 hari yang lalu,aamiin allahumma aamiin,0,netral
@akbardemastertcu4148,"Temul udah tau pak jkw berbohong,masih ajh percayaa,slh satu nya mobil SMK,bayak yg lain cobah cek berpa bayak kebohongan",2 hari yang lalu,temul pak jkw berbohongmasih ajh percayaaslh satu nya mobil smkbayak cobah cek berpa bayak bohong,-1,negatif
@saifulbahri4308,​ @iburosjatmiko2948 kl asli gk mungkin di gugat.logikanya begitu..,2 hari yang lalu,kl asli gk mungkin gugatlogikanya,0,netral
@bojongsur1881,Saya termul 😂😂😂 dan saya sangat yakin Roy Suryo cs akan terbukti salah,2 hari yang lalu,termul sangat yakin roy suryo cs bukti salah,0,netral
@SaifulBahriSiagian,"Buka lebar2 otakmu itu, biar mampu berfikir cerdas dan realistis.",2 hari yang lalu,buka lebar otak biar mampu berfikir cerdas realistis,2,positif
@bigrolls-mf8cj,"​ @SaifulBahriSiagian 
😂😂😂😂 sudah tapi belum...",2 hari yang lalu,,0,netral
@tedyherdyana9371,"Smg diwaktunya,proses pengadilan bisa terbuka-adil dan transparan! Smg kebenaran terbuka selebar2nya! Aamiin!",2 hari yang lalu,smg diwaktunyaproses adil terbukaadil transparan smg benar buka lebar aamiin,1,positif
@ajatsidrajat9072,Masih belum kelar juga ya bikin negara panci.,2 hari yang lalu,kelar bikin negara panci,-1,negatif
@bigrolls-mf8cj,​ @ajatsidrajat9072  sudah tapi belum.yooo ndaa tau kok tanya sayaaa.. 😅😅😅,1 hari yang lalu,belumyooo ndaa kok tanya sayaaa,0,netral
@bigrolls-mf8cj,​ @bojongsur1881  sudah tapi belum 😂😂😂😂,1 hari yang lalu,,0,netral
@SukranHadi-i2r,"Kosinudin ini harus pakai baju Oren juga ,",1 hari yang lalu,kosinudin baju oren,0,netral
@Maulida_4475,Saya liatnya ko jadi kasian ya tapi udah di bilangin jangan di trus2sin udh jelas salah maju trs tambah tapi kalo Roy Suryo saya nda kasin soalnya ketawanya nyebelin banget sama Fadilah sama tifa aja yg masuk bui,1 hari yang lalu,liat ko kasi bilangin jangan trussin jelas salah maju tambah roy suryo nda kasin soal ketawa nyebelin fadilah tifa masuk bui,0,netral
@ram_52527,gak ono untung e bro...,2 hari yang lalu,ono untung e bro,1,positif
@DifaniFairuzFirja,lanjut masuk penjara mksdnya😂,2 hari yang lalu,lanjut masuk penjara mksdnya,-1,negatif
@AsyifaKeyla,Semua ada dalangnya roy cs itu wayangnya,2 hari yang lalu,semua dalang roy cs wayang,0,netral
@Hartini-m7f,Ketua tim katanya pengacaranya  Roy cs Abraham samat...keceplosan kyknya...,1 hari yang lalu,ketua tim kata acara roy cs abraham samatkeceplosan kyknya,0,netral
@jefrisupriyadi5541,Data HTI dan pasar pramuka ngibul,1 hari yang lalu,data hti pasar pramuka ngibul,0,netral
@MuhammadSARiinTia,Cerdas apa nya orang seperti ini dia pembela orang yang salah.,1 hari yang lalu,cerdas apa nya orang bela orang salah,0,netral
@tjahdjono86,tetap semangat bang .khozinudin...Alloh akan senantiasa MELINDUNGI dan memberikan  kemenangan demi bangsa dan rakyat indonesia,2 hari yang lalu,tetap semangat bang khozinudinalloh senantiasa lindung beri menang bangsa rakyat indonesia,3,positif
@Oten_Sudah_Insaf,"Harusnya polri undang kelompok roy suryo dan kelompok pak jokowi ke bareskrim untuk periksa sama2 ijazahnya.
Trus hasil pemeriksaan aja yg di umumkan ke media, bkn ijazahnya yg dinampakin ke media.",2 hari yang lalu,harus polri undang kelompok roy suryo kelompok pak jokowi bareskrim periksa ijazah trus hasil periksa umum media bkn ijazah dinampakin media,0,netral
@surodilogo5662,"hebat bang ahmad,....lebih cerdas dan berani",2 hari yang lalu,hebat bang ahmadlebih cerdas berani,2,positif
@wuwundwiundaya5975,DENGAN ATAU TANPA SIDANG PAK KASMUJO SUDAH MENUNJUKKAN BAHWA P. JOKOWI TIDAK JUJUR😢,21 jam yang lalu,sidang pak kasmujo tunjuk p jokowi jujur,1,positif
@sibogel_aja,"Haduhh dikit amat, harus nya sekalian semua ahli di seluruh indonesia dong dihadirkan. Biar ribetnya kagak nanggung² ..",2 hari yang lalu,haduhh dikit nya sekali semua ahli seluruh indonesia hadir biar ribetnya kagak nanggung,1,positif
@wasissabdono829,Ariyanto bukan penasihat kapolri tapi jubirnya Mulyono,1 hari yang lalu,ariyanto bukan nasihat kapolri jubirnya mulyono,0,netral
@wondopea5582,mantab... jawaban cerdas mas khozinudin...teruskan mas ...bela yg menurut anda benar,2 hari yang lalu,mantab jawab cerdas mas khozinudinteruskan mas bela benar,3,positif
@MuarofahGalaxy,Yang dibutuhkan bukan orang yang ahli tapi orang yang netral indenpenden tapi tidak menihak salah satu pihak.,1 hari yang lalu,butuh bukan orang ahli orang netral indenpenden menihak salah satu pihak,0,netral
@dedyj6377,Tidak perlu AHLI tapi yang dibutuhkan ijasah ASLI,1 hari yang lalu,perlu ahli butuh ijasah asli,1,positif
@Fathurochman-s6p,Sgt cerdas mz akhmad. Maju trus orang2 waras bersamamu,2 hari yang lalu,sgt cerdas mz akhmad maju trus orang waras sama,2,positif
@mamanrohmana1750,Sebaiknya ada perwakilan ahli dari pihak Dr.Suryo agar lebih obyektif!,2 hari yang lalu,baik wakil ahli pihak drsuryo lebih obyektif,2,positif
@al-asrvipwater3380,TERIMAKASIH PAK KASMUDJO TELAH BERKATA JUJUR,1 hari yang lalu,terimakasih pak kasmudjo kata jujur,1,positif
@KalilStj,YA Alloh menang kan kebenaran ya Alloh lindungi para pejuang kebenaran,2 hari yang lalu,alloh menang kan benar alloh lindung juang benar,3,positif
@Supardi57,Pak Ahmad khozinudin sangat mencerdaskan,2 hari yang lalu,pak ahmad khozinudin sangat cerdas,1,positif
@chairunnisajamiltanjung6442,"Ijazahnya mana bos
Tunjukkan sajalah mengapa takut menunjukkan biar jangan terpecah pendapatnya",2 hari yang lalu,ijazah mana bos tunjuk saja takut tunjuk biar jangan pecah dapat,-2,negatif
@SoidiEfendi,Pengacara yg cerdas jauh dari penjilat pak ahmad apa yg di kemukaan nya berdasar kan pakta yg ada masuk akal semua pegacara bukan ikut berbohong mantaf pak ahmad maju terus demi negeri ini bisa jujur,1 hari yang lalu,acara cerdas jauh jilat pak ahmad apa muka nya dasar kan pakta masuk akal semua pegacara bukan ikut bohong mantaf pak ahmad maju negeri jujur,1,positif
@johnalendra8126,Diawali dengan kebohongan  akan ditutup dengan kebohongan berikutnya. Itulah yang terjadi pada Jokowi,2 hari yang lalu,awal bohong tutup bohong ikut jadi jokowi,-2,negatif
@densachannel,SEMOGA PAK KASMUJO SEHAT WALAFIAT,2 hari yang lalu,moga pak kasmujo sehat walafiat,1,positif
@mmuslim1928,Harus siapkan juga saksi ahli KEJUJURAN.,2 hari yang lalu,siap saksi ahli jujur,3,positif
@AndyharisNugraha-x3r,Sangat nyata kasus ini pasti mirip spt yg terjadi PD Gus nur n Bambang try,17 jam yang lalu,sangat nyata kasus mirip spt jadi pd gus nur n bambang try,0,netral
@zainularifin4173,Kebohongan tidak mungkin ada tempat kemenangan..,2 hari yang lalu,bohong mungkin tempat menang,-1,negatif
@teguhfarel5307,lalu? kalo pak jokowi yg benar. gimana?,1 hari yang lalu,lalu pak jokowi benar,1,positif
@harunecan7067,"lah.. kan kenyataanya pak Jokowi yg bener..

trus gmn urusanya???",1 hari yang lalu,lah kan kenyataanya pak jokowi bener trus gmn urusanya,0,netral
@GogelGoogol,"​ @zainularifin4173 kata siapa? Kita semua yg lahir dan bsr di Indonesia PASTI TAU hukum di Indonesia seringkali tajam kebawah tumpul keatas, gmna bobroknya kepolisian/hakim Indonesia, yg menang yg berkuasa dan berduit.",1 hari yang lalu,kata siapa semua lahir bsr indonesia hukum indonesia seringkali tajam bawah tumpul atas gmna bobrok kepolisianhakim indonesia menang kuasa duit,0,netral
@Lusino-t5x,Betul memang gitu pihsk penggugat dan tergugat  hsrus menghsdili di persidsngan  dan menerima hasil keputusan.  Saling mengadu data.,2 hari yang lalu,betul memang pihsk gugat gugat hsrus menghsdili persidsngan terima hasil putus saling adu data,0,netral
@masmaskur1794,stuju. itu cara untuk adil klir terang bnderang.,2 hari yang lalu (diedit),stuju cara adil klir terang bnderang,0,netral
@surantobsc9414,Kan udah dibilang identik tapi belum otentik. Hanya satu pihak yang mutusin,2 hari yang lalu,kan bilang identik otentik satu pihak mutusin,0,netral
@gedesumenasa7704,Datangkan ahli forensik dari luar negeri dg disaksikan jga oleh ahli forensik masing2 biar tuntas.,2 hari yang lalu,datang ahli forensik luar negeri dg saksi jga ahli forensik masing biar tuntas,2,positif
@denybagusputra," @gedesumenasa7704  intinya hasil penelitian forensik harus fair dan tidak takut untuk diuji atau chalenge oleh peneliti lain yang kredibel.
Masalahnya hasil uji forensik saat ini yg dikatakan identik tidak membolehkan pihak lain untuk melakukan chalenge ilmiahnya.
Maka ini yg jadi polemik seolah-olah putusan adalah sepihak",2 hari yang lalu,inti hasil teliti forensik fair takut uji chalenge teliti kredibel masalah hasil uji forensik kata identik boleh pihak laku chalenge ilmiah polemik seolaholah putus pihak,-3,negatif
@Cevi-g3k,"mana mau pihak wiwi begitu, 7 ahli itu juga perlu dipertanyakan .....tau sendiri parcok masih dibawah kendali wiwi apapun cara akan dilakukan demi majikannya .",2 hari yang lalu,mana pihak wiwi ahli perlu tanya sendiri parcok bawah kendali wiwi apa cara laku majikan,-1,negatif
@cahyabuana6105,Emang harusnya gitu..faktanya ijasah jokowi entah di mana,2 hari yang lalu,harus gitufaktanya ijasah jokowi entah mana,0,netral
@Syifa5877-p8u,Sdh diraba dan diterawang oleh org² labfor lho. Dan tanpa keraguan mereka bilang itu asli😂,2 hari yang lalu,sdh raba terawang org labfor lho ragu bilang asli,0,netral
@masmuhmu3420,"Sependapat👍, ini tdk berpihak ke siapapun. Tujuannya mencari kebenaran bukan pembenaran.",2 hari yang lalu,dapat tdk pihak siapa tuju cari benar bukan benar,2,positif
@EndangSusilowati-p4q,"Bukannya TDK percaya Ama Jokowi, hanya rakyat SDH terlalu banyak dibohongi...ayoooo....kita cari apa SJ kebohongannya, ngomong bohong kaya ngga bersalxhkan..nah itulah BPK Jokowi.",1 hari yang lalu,bukan tdk percaya ama jokowi rakyat sdh terlalu banyak dibohongiayooookita cari apa sj bohong ngomong bohong ngga bersalxhkannah bpk jokowi,-2,negatif
@anaknakal9677,"intinya h t i dan f p i, aliran sesat 😂",1 hari yang lalu,inti h t i f p i alir sesat,-1,negatif
@pandiadul1570,"Setuju,saya juga bukan pembela Roy Suryo cs,tp klw glagat nya kaya gini ya di pastikan palsu ijazah jokowi",1 hari yang lalu,setujusaya bukan bela roy suryo cstp klw glagat nya pasti palsu ijazah jokowi,-1,negatif
@pakhoythailand9975,"Mau di periksa ahli dari planet namex pun, pihak roy panci dan gerombolannya,KADRUN ANAK ABAH FPI DAN HTI, nggak bakalan percaya 😂😂😂",1 hari yang lalu,periksa ahli planet namex pihak roy panci gerombolannyakadrun anak abah fpi hti bakal percaya,0,netral
@Bukanwakilrakyatind,"Kalau polri usut kasus ini , hnya ada 2 pilihan, ijazah palsu atau kapolri di copot,, kalau presiden ambil alih kasus ini, akan di cap penghiatan, penghianat rakyat atau pengkhianat jokibul,, ketidakpastian yg bisa di usahakan untuk menyelesaikan kasus ini hanya kejagung dan dpr😅😅",1 hari yang lalu (diedit),polri usut kasus hnya pilih ijazah palsu kapolri copot presiden ambil alih kasus cap penghiatan penghianat rakyat khianat jokibul ketidakpastian usaha selesai kasus jagung dpr,-2,negatif
@muhtarabanmasduki4508,Setuju...,1 hari yang lalu,tuju,0,netral
@muhtarabanmasduki4508,Walaupun melibatkan banyak ahli kalau pihak ahli dari pelapor dan terlapor tidak dihadirkan gak akan berkualitas.,1 hari yang lalu,walaupun libat banyak ahli pihak ahli lapor lapor hadir kualitas,3,positif
@dadansofyan8032,"Orang sudah pada baca dan melihat koran KR..yang edisi terbitan 1980 yang memuat Hasil Sipenmaru..Fak..kehutanan  di UGM...naah nama "" orang yang lulus tercantum di koran KR..😮",1 hari yang lalu,orang baca lihat koran kryang edisi terbit muat hasil sipenmarufakkehutanan ugmnaah nama orang lulus cantum koran kr,0,netral
@NK_Maskur84,Kalau gitu tar jadi cepat selesai dong kasusnya.... 😁😁,1 hari yang lalu,tar cepat selesai kasus,1,positif
@ikbal.harahap,​ @pakhoythailand9975 Ternak Muldongo,1 hari yang lalu,ternak muldongo,0,netral
@ikanleleeeee,Nanti ketahuan palsu nya.. kasih ribet dlu kata projo,1 hari yang lalu,tahu palsu nya kasih ribet dlu kata projo,-2,negatif
@Raden-d2k,Normalnya begitu tapi Jokowi tidak mau ...maka manusia manusia anjng peliharaan Jokowi harus berjuang...😮,1 hari yang lalu,normal jokowi manusia manusia anjng pelihara jokowi juang,0,netral
@AnindyaFauziah-u2y,Ngatur aja lu ahhhh,1 hari yang lalu,ngatur lu ahhhh,0,netral
@buatkuNETT,"Gak usah banyak bacot, Jokowi dulu selesaikan tunjukin ijazah nya.",1 hari yang lalu,usah banyak bacot jokowi dulu selesai tunjukin ijazah nya,1,positif
@niakurniawancirayap4389,Setuju,1 hari yang lalu,tuju,0,netral
@ASIAJaya-j7f5t,😂😂😂😂,2 hari yang lalu,,0,netral
@bintangiskandar6926,Yang bikin Ribet mulyono..,2 hari yang lalu,bikin ribet mulyono,-1,negatif
@IrawanOke-u6f,"Kurang atu,,,ahli waris ijazah😅😅😅",2 hari yang lalu,kurang atuahli waris ijazah,-1,negatif
